cost,time,mean_dev,lambda
1.582653830451603,7.610267400741577,9.652829986732623,0.0
0.036942054118026174,7.489810228347778,2.3408828535530706,1.0
2.9584324513701605,6.874011993408203,6.0524684515975435,3.0
0.18535200190510975,7.056481838226318,1.0217626301453173,10.0
0.4067020071835111,6.365091323852539,0.5535121812554772,30.0
1.1306211056579207,6.567078351974487,0.4877358389156108,100.0
